읍면동,번지,본번,부번,단지명,매매전월세구분,전용면적(㎡),계약년월,계약일,거래금액(만원),월세,층,건축년도,해제사유발생일,거래유형
두정동,1000,1000,0000,한성스위트빌,전세,71.0431,1,5,"        15,750",             0,10,2002,,중개거래
두정동,2045,2045,0000,두정역이안더센트럴,월세,114.946,1,5,"         3,000",           140,7,2011,,중개거래
두정동,63-6,0063,0006,두정역효성해링턴플레이스,월세,59.92,1,5,"         2,000",           120,24,2020,,중개거래
두정동,1328,1328,0000,하이스타운프라임,월세,37.41,1,5,"         1,000",            58,5,2014,,중개거래
두정동,1293,1293,0000,천안펜타폴리스2차,월세,18.11,1,5,           300,            30,4,2013,,중개거래
두정동,2056,2056,0000,두정역코아루스위트,전세,127.1148,1,6,"        33,500",             0,17,2014,,중개거래
두정동,2068,2068,0000,한화포레나천안두정,전세,76.9979,1,6,"        31,000",             0,15,2022,,중개거래
두정동,606,0606,0000,부경파크빌,매매,84.7373,1,6,"        24,500",0,7,2003,,중개거래
두정동,1864,1864,0000,우성,매매,59.695,1,6,"        18,800",0,13,1996,,중개거래
두정동,1864,1864,0000,우성,전세,59.695,1,6,"        17,900",             0,12,1996,,중개거래
두정동,527,0527,0000,주공그린(8단지),전세,59.97,1,6,"        10,500",             0,20,1996,,중개거래
두정동,1311,1311,0000,리찌하우스,월세,22.23,1,6,           500,            38,9,2013,,중개거래
두정동,2056,2056,0000,두정역코아루스위트,매매,84.9523,1,7,"        36,000",0,5,2014,,중개거래
두정동,2045,2045,0000,두정역이안더센트럴,전세,102.503,1,7,"        34,500",             0,22,2011,,중개거래
두정동,2055,2055,0000,이편한세상-천안두정2차,매매,72.6915,1,7,"        34,000",0,17,2013,,중개거래
두정동,2035,2035,0000,한성필하우스3차,매매,84.9165,1,7,"        30,100",0,2,2004,,중개거래
두정동,2035,2035,0000,한성필하우스3차,전세,84.9165,1,7,"        25,000",             0,11,2004,,직거래
두정동,2035,2035,0000,한성필하우스3차,전세,84.9165,1,7,"        25,000",             0,11,2004,,직거래
두정동,2045,2045,0000,두정역이안더센트럴,전세,84.925,1,7,"        21,000",             0,17,2011,,중개거래
두정동,525-1,0525,0001,대우그린,전세,84.95,1,7,"        21,000",             0,17,1996,,중개거래
두정동,525-1,0525,0001,대우그린,전세,84.95,1,7,"        21,000",             0,17,1996,,중개거래
두정동,606,0606,0000,부경파크빌,전세,84.9605,1,7,"        19,425",             0,7,2003,,중개거래
두정동,603,0603,0000,세광엔리치빌2,전세,84.9932,1,7,"        19,400",             0,10,2003,,중개거래
두정동,530,0530,0000,대우2차,전세,84.48,1,7,"        17,500",             0,14,1998,,중개거래
두정동,1864,1864,0000,우성,전세,59.695,1,7,"        17,000",             0,5,1996,,중개거래
두정동,1864,1864,0000,우성,전세,59.695,1,7,"        17,000",             0,5,1996,,중개거래
두정동,527,0527,0000,주공그린(8단지),전세,59.97,1,7,"        15,500",             0,19,1996,,중개거래
두정동,1864,1864,0000,우성,전세,59.695,1,7,"        14,385",             0,3,1996,,중개거래
두정동,1473,1473,0000,스마트홈,전세,20.1,1,7,"         4,500",             0,5,2012,,중개거래
두정동,525-1,0525,0001,대우그린,월세,59.946,1,7,"         1,000",            70,3,1996,,중개거래
두정동,525-1,0525,0001,대우그린,월세,59.946,1,7,"         1,000",            70,3,1996,,중개거래
두정동,401-1,0401,0001,e편한세상두정4차,매매,72.8151,1,8,"        30,000",0,2,2018,,중개거래
두정동,2063,2063,0000,e편한세상두정3차,전세,84.9888,1,8,"        30,000",             0,9,2017,,중개거래
두정동,2037,2037,0000,두정역푸르지오,전세,75.516,1,8,"        30,000",             0,22,2009,,중개거래
두정동,2037,2037,0000,두정역푸르지오,전세,84.9403,1,8,"        30,000",             0,22,2009,,중개거래
두정동,2035,2035,0000,한성필하우스3차,매매,74.788,1,8,"        29,174",0,8,2004,,중개거래
두정동,606,0606,0000,부경파크빌,매매,84.96055,1,8,"        27,000",0,12,2003,,중개거래
두정동,525-1,0525,0001,대우그린,매매,69.966,1,8,"        22,500",0,4,1996,,중개거래
두정동,2035,2035,0000,한성필하우스3차,전세,59.9045,1,8,"        20,000",             0,7,2004,,중개거래
두정동,2035,2035,0000,한성필하우스3차,전세,59.9045,1,8,"        20,000",             0,7,2004,,중개거래
두정동,525-1,0525,0001,대우그린,매매,59.946,1,8,"        18,800",0,13,1996,,중개거래
두정동,1864,1864,0000,우성,전세,59.695,1,8,"        18,000",             0,9,1996,,직거래
두정동,1864,1864,0000,우성,매매,59.695,1,8,"        17,500",0,3,1996,,중개거래
두정동,63-6,0063,0006,두정역효성해링턴플레이스,월세,59.86,1,8,"        17,000",            50,14,2020,,중개거래
두정동,527,0527,0000,주공그린(8단지),전세,59.97,1,8,"        11,550",             0,13,1996,,중개거래
두정동,1320,1320,0000,프라지움2,전세,22.0708,1,8,"         5,500",             0,8,2013,,중개거래
두정동,1332,1332,0000,더리치빌2,전세,20.66,1,8,"         4,800",             0,7,2013,,중개거래
두정동,1320,1320,0000,프라지움2,매매,20.142,1,8,"         4,200",0,6,2013,,중개거래
두정동,1338,1338,0000,프라임타워,월세,32.895,1,8,"         2,000",            50,2,2013,,중개거래
두정동,1283,1283,0000,프라지움,월세,20.541,1,8,"         2,000",            25,9,2013,,중개거래
두정동,526-1,0526,0001,극동늘푸른,월세,84.9,1,8,"         1,500",            63,11,1996,,직거래
두정동,527,0527,0000,주공그린(8단지),월세,39.99,1,8,"         1,000",            40,14,1996,,중개거래
두정동,2063,2063,0000,e편한세상두정3차,전세,84.9959,1,9,"        30,000",             0,22,2017,,중개거래
두정동,1864,1864,0000,우성,전세,84.855,1,9,"        23,000",             0,14,1996,,중개거래
두정동,1000,1000,0000,한성스위트빌,전세,84.892,1,9,"        19,000",             0,5,2002,,중개거래
두정동,525-1,0525,0001,대우그린,전세,84.95,1,9,"        17,300",             0,19,1996,,중개거래
두정동,525-1,0525,0001,대우그린,전세,69.966,1,9,"        15,750",             0,15,1996,,중개거래
두정동,1377,1377,0000,프라지움9차,매매,49.9631,2,1,"        13,000",0,9,2017,,중개거래
두정동,2045,2045,0000,두정역이안더센트럴,매매,102.503,2,10,"        35,000",0,1,2011,,중개거래
두정동,2056,2056,0000,두정역코아루스위트,전세,99.9727,2,10,"        32,000",             0,7,2014,,중개거래
두정동,2045,2045,0000,두정역이안더센트럴,전세,84.925,2,10,"        27,000",             0,20,2011,,중개거래
두정동,1000,1000,0000,한성스위트빌,매매,71.0431,2,10,"        19,000",0,11,2002,,중개거래
두정동,1864,1864,0000,우성,전세,59.695,2,10,"        16,500",             0,7,1996,,중개거래
두정동,526-1,0526,0001,극동늘푸른,전세,59.91,2,10,"        15,750",             0,8,1996,,중개거래
두정동,526-1,0526,0001,극동늘푸른,전세,59.91,2,10,"        15,000",             0,1,1996,,중개거래
두정동,1332,1332,0000,더리치빌2,전세,38.672,2,10,"         8,900",             0,10,2013,,중개거래
두정동,1332,1332,0000,더리치빌2,전세,33.38,2,10,"         7,800",             0,5,2013,,중개거래
두정동,1332,1332,0000,더리치빌2,전세,24.02,2,10,"         5,700",             0,5,2013,,중개거래
두정동,1332,1332,0000,더리치빌2,전세,20.66,2,10,"         4,700",             0,3,2013,,중개거래
두정동,525-1,0525,0001,대우그린,월세,84.95,2,10,"         2,000",            75,6,1996,,중개거래
두정동,525-1,0525,0001,대우그린,월세,84.95,2,10,"         2,000",            75,6,1996,,중개거래
두정동,2055,2055,0000,이편한세상-천안두정2차,전세,84.7664,2,11,"        35,000",             0,19,2013,,중개거래
두정동,2055,2055,0000,이편한세상-천안두정2차,전세,84.7664,2,11,"        35,000",             0,19,2013,,중개거래
두정동,63-6,0063,0006,두정역효성해링턴플레이스,전세,59.92,2,11,"        31,000",             0,11,2020,,중개거래
두정동,63-6,0063,0006,두정역효성해링턴플레이스,전세,59.92,2,11,"        31,000",             0,11,2020,,중개거래
두정동,63-6,0063,0006,두정역효성해링턴플레이스,전세,71.42,2,11,"        30,000",             0,29,2020,,중개거래
두정동,2068,2068,0000,한화포레나천안두정,전세,76.7079,2,11,"        29,000",             0,13,2022,,중개거래
두정동,2068,2068,0000,한화포레나천안두정,전세,76.7079,2,11,"        29,000",             0,13,2022,,중개거래
두정동,63-6,0063,0006,두정역효성해링턴플레이스,전세,59.86,2,11,"        28,500",             0,27,2020,,중개거래
두정동,63-6,0063,0006,두정역효성해링턴플레이스,전세,59.86,2,11,"        28,500",             0,27,2020,,중개거래
두정동,63-6,0063,0006,두정역효성해링턴플레이스,전세,59.86,2,11,"        28,500",             0,27,2020,,중개거래
두정동,526-1,0526,0001,극동늘푸른,매매,84.9,2,11,"        22,500",0,21,1996,,중개거래
두정동,526-1,0526,0001,극동늘푸른,매매,59.91,2,11,"        18,400",0,2,1996,,중개거래
두정동,527,0527,0000,주공그린(8단지),매매,59.97,2,11,"        18,100",0,13,1996,,중개거래
두정동,526-1,0526,0001,극동늘푸른,전세,59.91,2,11,"        18,000",             0,5,1996,,중개거래
두정동,526-1,0526,0001,극동늘푸른,매매,59.91,2,11,"        15,500",0,21,1996,,중개거래
두정동,527,0527,0000,주공그린(8단지),전세,59.97,2,11,"        12,075",             0,19,1996,,중개거래
두정동,527,0527,0000,주공그린(8단지),전세,39.99,2,11,"         9,975",             0,11,1996,,중개거래
두정동,2063,2063,0000,e편한세상두정3차,월세,84.9888,2,11,"         2,000",           110,13,2017,,중개거래
두정동,526-1,0526,0001,극동늘푸른,월세,59.91,2,11,"         1,000",            80,8,1996,,중개거래
두정동,1418,1418,0000,해피드림4차,월세,49.36,2,11,           500,            65,4,2017,,중개거래
두정동,1418,1418,0000,해피드림4차,월세,49.52,2,11,           500,            65,3,2017,,중개거래
두정동,2055,2055,0000,이편한세상-천안두정2차,매매,84.8801,2,12,"        42,000",0,19,2013,,중개거래
두정동,2037,2037,0000,두정역푸르지오,매매,84.9872,2,12,"        39,000",0,10,2009,,중개거래
두정동,2068,2068,0000,한화포레나천안두정,전세,84.9305,2,12,"        33,000",             0,11,2022,,중개거래
두정동,2068,2068,0000,한화포레나천안두정,전세,84.9305,2,12,"        33,000",             0,25,2022,,중개거래
두정동,2068,2068,0000,한화포레나천안두정,전세,84.9305,2,12,"        33,000",             0,25,2022,,중개거래
두정동,63-6,0063,0006,두정역효성해링턴플레이스,전세,59.86,2,12,"        31,000",             0,30,2020,,중개거래
두정동,2068,2068,0000,한화포레나천안두정,전세,76.7079,2,12,"        30,000",             0,21,2022,,중개거래
두정동,2035,2035,0000,한성필하우스3차,매매,74.788,2,12,"        25,400",0,3,2004,,중개거래
두정동,606,0606,0000,부경파크빌,전세,84.96055,2,12,"        24,000",             0,12,2003,,중개거래
두정동,606,0606,0000,부경파크빌,전세,84.96055,2,12,"        24,000",             0,12,2003,,중개거래
두정동,525-1,0525,0001,대우그린,매매,84.95,2,12,"        23,600",0,4,1996,,중개거래
두정동,526-1,0526,0001,극동늘푸른,전세,84.9,2,12,"        22,000",             0,9,1996,,중개거래
두정동,401-1,0401,0001,e편한세상두정4차,전세,72.8151,2,12,"        20,000",             0,9,2018,,중개거래
두정동,526-1,0526,0001,극동늘푸른,전세,59.91,2,12,"        19,500",             0,21,1996,,중개거래
두정동,1000,1000,0000,한성스위트빌,매매,71.0431,2,12,"        18,800",0,11,2002,,중개거래
두정동,525-1,0525,0001,대우그린,전세,69.966,2,12,"        15,200",             0,19,1996,,중개거래
두정동,1864,1864,0000,우성,전세,59.695,2,12,"        12,900",             0,3,1996,,중개거래
두정동,1365,1365,0000,오렌지빌,전세,15,2,12,"         5,000",             0,3,2013,,중개거래
두정동,1293,1293,0000,천안펜타폴리스2차,매매,23.21,2,12,"         4,700",0,8,2013,,중개거래
두정동,1466,1466,0000,두정역펜타폴리스,전세,19.435,2,12,"         4,300",             0,9,2013,,중개거래
두정동,1864,1864,0000,우성,월세,59.695,2,12,"         3,200",            50,9,1996,,직거래
두정동,63-6,0063,0006,두정역효성해링턴플레이스,월세,59.92,2,12,"         2,500",           100,25,2020,,직거래
두정동,1464,1464,0000,아크로텔천안두정,월세,17.37,2,12,           300,            35,11,2015,,중개거래
두정동,2035,2035,0000,한성필하우스3차,전세,84.9165,2,13,"        29,000",             0,10,2004,,중개거래
두정동,2035,2035,0000,한성필하우스3차,전세,84.9165,2,13,"        29,000",             0,10,2004,,중개거래
두정동,2068,2068,0000,한화포레나천안두정,전세,76.7079,2,13,"        28,000",             0,20,2022,,중개거래
두정동,2068,2068,0000,한화포레나천안두정,전세,76.8181,2,13,"        27,000",             0,8,2022,,중개거래
두정동,1596,1596,0000,우남1차,매매,84.9154,2,13,"        24,800",0,10,2003,,중개거래
두정동,1458,1458,0000,두정동휴스빌,월세,30.21,2,13,"         4,000",            30,6,2014,,직거래
두정동,1466,1466,0000,두정역펜타폴리스,전세,19.435,2,13,"         3,500",             0,5,2013,,중개거래
두정동,63-6,0063,0006,두정역효성해링턴플레이스,월세,59.86,2,13,"         2,000",           120,1,2020,,중개거래
두정동,1473,1473,0000,스마트홈,월세,18.095,2,13,"         1,500",            25,2,2012,,중개거래
두정동,527,0527,0000,주공그린(8단지),월세,39.99,2,13,           500,            50,5,1996,,중개거래
두정동,1466,1466,0000,두정역펜타폴리스,월세,13.43,2,13,           200,            28,4,2013,,중개거래
두정동,2063,2063,0000,e편한세상두정3차,매매,59.9941,2,14,"        36,000",0,12,2017,,중개거래
두정동,401-1,0401,0001,e편한세상두정4차,매매,62.6313,2,14,"        31,500",0,21,2018,,중개거래
두정동,2068,2068,0000,한화포레나천안두정,전세,76.7079,2,14,"        28,500",             0,20,2022,,중개거래
두정동,605,0605,0000,세광엔리치빌3,매매,84.9932,2,14,"        26,700",0,7,2003,,중개거래
두정동,665,0665,0000,서해그랑블,매매,106.1115,2,14,"        24,000",0,4,2004,,중개거래
두정동,526-1,0526,0001,극동늘푸른,전세,84.9,2,14,"        22,000",             0,7,1996,,중개거래
두정동,1080,1080,0000,경남아너스빌(대아아이투빌-1),매매,59.5862,2,14,"        20,500",0,14,2004,,직거래
두정동,525-1,0525,0001,대우그린,전세,69.966,2,14,"        15,200",             0,9,1996,,중개거래
두정동,1080,1080,0000,경남아너스빌(대아아이투빌-1),전세,59.5862,2,14,"        14,700",             0,12,2004,,중개거래
